id_cliente;idade;classe_trabalho;escolaridade;id_estado;estado_civil;raca;qtde_filhos;salario
961;48;Funcionário Setor Privado;Ensino Médio Completo;4;Casado;Pardo;4;3581
962;36;;Ensino Médio Completo;10;Viúvo;Branco;0;2798
963;34;Funcionário Setor Privado;Ensino Médio Incompleto;24;Casado;Branco;1;1100
964;28;Funcionário Setor Privado;Ensino Médio Completo;11;Solteiro;Branco;2;2340
965;67;Aposentado;Ensino Médio Completo;21;Viúvo;Branco;4;2182
966;37;Funcionário Setor Privado;Ensino Médio Incompleto;2;Casado;Branco;0;1100
967;44;Funcionário Setor Privado;Ensino Médio Incompleto;7;Solteiro;Branco;1;1100
968;25;Funcionário Setor Privado;Ensino Médio Completo;9;Solteiro;Branco;3;2291
969;21;Funcionário Setor Privado;Ensino Médio Completo;20;Solteiro;Branco;3;3310
970;40;Servidor Público;Mestrado;1;Casado;Branco;5;9139
971;78;Aposentado;Ensino Médio Incompleto;6;Viúvo;Negro;0;3807
972;34;Funcionário Setor Privado;Ensino Médio Incompleto;9;Divorciado;Branco;4;1100
973;49;Funcionário Setor Privado;Ensino Médio Incompleto;7;Solteiro;Branco;0;1100
974;22;Funcionário Setor Privado;Ensino Médio Completo;7;Solteiro;Branco;1;2148
975;23;;Ensino Médio Incompleto;21;Solteiro;Negro;2;1100
976;60;Autônomo;Ensino Médio Incompleto;12;Solteiro;Branco;3;1100
977;45;Empresário;Ensino Médio Incompleto;18;Viúvo;Branco;2;12611
978;63;Funcionário Setor Privado;Ensino Médio Completo;11;Divorciado;Branco;1;2110
979;41;Funcionário Setor Privado;Ensino Médio Incompleto;7;Solteiro;Negro;0;1100
980;47;Funcionário Setor Privado;Ensino Médio Incompleto;25;Divorciado;Branco;3;1100
981;44;Funcionário Setor Privado;Ensino Médio Incompleto;14;Divorciado;Branco;1;1100
982;51;Funcionário Setor Privado;Ensino Médio Completo;4;Viúvo;Branco;5;3077
983;46;Funcionário Setor Privado;Ensino Médio Completo;4;Solteiro;Branco;4;3913
984;41;Funcionário Setor Privado;Ensino Médio Completo;16;Casado;Branco;5;2936
985;50;Autônomo;Ensino Médio Incompleto;14;Casado;Branco;1;1100
986;47;Funcionário Setor Privado;Ensino Médio Incompleto;1;Casado;Branco;0;1100
987;35;Funcionário Setor Privado;Ensino Médio Incompleto;19;Solteiro;Branco;3;1100
988;56;Funcionário Setor Privado;Ensino Médio Incompleto;18;Casado;Branco;5;1100
989;45;Funcionário Setor Privado;Mestrado;13;Divorciado;Branco;3;9831
990;48;Funcionário Público;Ensino Médio Completo;17;Divorciado;Branco;1;5266
991;40;Funcionário Setor Privado;Ensino Médio Completo;12;Casado;Branco;0;3835
992;39;MEI;Ensino Médio Completo;21;Casado;Branco;4;5158
993;20;Funcionário Setor Privado;Ensino Médio Completo;27;Solteiro;Branco;2;2410
994;50;Funcionário Setor Privado;Doutorado;12;Casado;Branco;1;13551
995;38;Servidor Público;Ensino Médio Incompleto;24;Casado;Branco;5;1943
996;23;Empresário;Ensino Médio Completo;9;Solteiro;Branco;3;12331
997;31;Funcionário Setor Privado;Ensino Médio Incompleto;21;Solteiro;Branco;3;1100
998;58;Funcionário Setor Privado;Ensino Médio Completo;2;Casado;Branco;4;2318
999;66;Aposentado;Ensino Médio Incompleto;17;Separado;Negro;2;5517
1000;39;MEI;Ensino Médio Incompleto;24;Casado;Branco;3;6636
1001;54;Autônomo;Ensino Médio Incompleto;18;Casado;Branco;4;1100
1002;26;Funcionário Setor Privado;Ensino Médio Completo;17;Casado;Branco;3;3065
1003;51;Funcionário Setor Privado;Ensino Médio Incompleto;20;Divorciado;Branco;5;1100
1004;34;Funcionário Setor Privado;Ensino Médio Completo;15;Solteiro;Branco;3;2907
1005;50;Funcionário Setor Privado;Ensino Médio Incompleto;4;Casado;Branco;5;1100
1006;42;Funcionário Setor Privado;Ensino Médio Completo;20;Casado;Branco;5;3964
1007;38;Funcionário Setor Privado;Mestrado;25;Casado;Branco;0;8618
1008;48;Funcionário Setor Privado;Ensino Fundamental Incompleto;20;Casado;Branco;0;1100
1009;33;Funcionário Setor Privado;Ensino Médio Completo;15;Casado;Branco;3;3474
1010;51;Funcionário Setor Privado;Ensino Médio Incompleto;10;Viúvo;Branco;0;1100
1011;22;Funcionário Setor Privado;Ensino Médio Incompleto;9;Divorciado;Branco;3;1100
1012;19;;Ensino Médio Incompleto;20;Solteiro;Branco;0;1100
1013;41;Funcionário Setor Privado;Ensino Médio Completo;21;Solteiro;Branco;3;3285
1014;48;Empresário;Mestrado;22;Casado;Branco;5;12124
1015;42;Funcionário Setor Privado;Ensino Médio Incompleto;7;Separado;Branco;3;1100
1016;34;Funcionário Setor Privado;Ensino Médio Completo;1;Casado;Branco;0;2081
1017;23;Funcionário Setor Privado;Ensino Médio Incompleto;11;Solteiro;Negro;2;1100
1018;56;Funcionário Setor Privado;Ensino Médio Incompleto;25;Casado;Branco;2;1100
1019;30;Funcionário Setor Privado;Ensino Médio Completo;4;Solteiro;Negro;2;2110
1020;45;Funcionário Setor Privado;Ensino Médio Incompleto;21;Casado;Branco;3;1100
1021;48;Funcionário Setor Privado;Ensino Fundamental Completo;27;Casado;Branco;4;1100
1022;48;MEI;Mestrado;19;União Estável;Pardo;4;1935
1023;31;Funcionário Setor Privado;Ensino Médio Completo;4;Solteiro;Branco;1;2464
1024;20;Servidor Público;Ensino Médio Completo;27;Solteiro;Branco;0;5802
1025;27;Funcionário Setor Privado;Ensino Médio Completo;24;Solteiro;Branco;0;3070
1026;32;Funcionário Setor Privado;Ensino Médio Incompleto;4;Solteiro;Negro;5;1100
1027;76;Aposentado;Ensino Fundamental Incompleto;17;Viúvo;Branco;0;4752
1028;19;;Ensino Médio Incompleto;14;Solteiro;Branco;2;1100
1029;66;Aposentado;Ensino Fundamental Completo;14;Casado;Branco;4;1918
1030;37;Funcionário Setor Privado;Ensino Médio Incompleto;6;Solteiro;Branco;2;1100
1031;34;Funcionário Setor Privado;Ensino Médio Incompleto;23;Divorciado;Negro;3;1100
1032;34;;Ensino Médio Incompleto;21;Casado;Branco;3;1100
1033;90;Aposentado;Ensino Médio Incompleto;4;Solteiro;Branco;1;4417
1034;23;Funcionário Setor Privado;Ensino Médio Completo;22;Solteiro;Negro;5;2057
1035;43;Funcionário Setor Privado;Ensino Médio Completo;26;Divorciado;Branco;5;2652
1036;44;Funcionário Setor Privado;Ensino Médio Completo;26;Casado;Branco;1;2512
1037;24;Funcionário Setor Privado;Ensino Médio Completo;16;Solteiro;Branco;3;2755
1038;28;Funcionário Setor Privado;Mestrado;21;Divorciado;Branco;5;7698
1039;64;;Ensino Médio Completo;17;Solteiro;Branco;2;2557
1040;23;Funcionário Setor Privado;Ensino Médio Completo;20;Casado;Branco;1;3877
1041;20;Funcionário Setor Privado;Ensino Médio Completo;27;Solteiro;Branco;1;3990
1042;36;Funcionário Setor Privado;Ensino Médio Completo;22;Casado;Branco;0;2762
1043;61;Funcionário Setor Privado;Ensino Médio Incompleto;14;Casado;Branco;3;1100
1044;53;Autônomo;Ensino Médio Completo;23;Casado;Branco;2;3275
1045;30;Funcionário Setor Privado;Ensino Médio Completo;12;Casado;Branco;2;2088
1046;52;Autônomo;Ensino Médio Completo;17;Casado;Branco;2;2605
1047;38;Funcionário Setor Privado;Ensino Médio Completo;13;Divorciado;Branco;4;2989
1048;32;Funcionário Setor Privado;Ensino Médio Completo;17;Casado;Branco;4;2094
1049;30;Autônomo;Ensino Médio Incompleto;26;Casado;Branco;4;1100
1050;41;Funcionário Setor Privado;Ensino Médio Completo;13;Divorciado;Branco;5;3196
1051;49;Empresário;Mestrado;9;Casado;Branco;5;17634
1052;45;Funcionário Setor Privado;Ensino Médio Incompleto;17;Casado;Branco;5;1100
1053;43;Autônomo;Ensino Médio Incompleto;26;Casado;Branco;2;1100
1054;61;Funcionário Setor Privado;Ensino Médio Incompleto;11;Casado;Branco;3;1100
1055;54;Funcionário Setor Privado;Ensino Médio Incompleto;25;Casado;Branco;3;1100
1056;34;Funcionário Setor Privado;Ensino Médio Completo;3;Separado;Branco;3;2178
1057;49;Funcionário Setor Privado;Ensino Médio Completo;18;Casado;Branco;5;2208
1058;38;Funcionário Setor Privado;Ensino Médio Completo;23;Solteiro;Branco;3;2284
1059;35;Funcionário Setor Privado;Mestrado;15;Casado;Branco;1;8124
1060;36;Funcionário Setor Privado;Ensino Médio Incompleto;4;Casado;Branco;0;1100
1061;30;Funcionário Setor Privado;Ensino Médio Completo;6;Casado;Branco;5;3938
1062;36;Funcionário Setor Privado;Ensino Médio Completo;25;Divorciado;Branco;3;2504
1063;22;Empresário;Ensino Médio Completo;20;Solteiro;Branco;3;4215
1064;38;Funcionário Setor Privado;Ensino Médio Incompleto;23;Casado;Branco;5;1100
1065;37;Funcionário Setor Privado;Ensino Médio Incompleto;25;Casado;Branco;2;1100
1066;48;Servidor Público;Doutorado;4;Casado;Branco;0;9511
1067;17;Menor Aprendiz;Ensino Médio Incompleto;22;Solteiro;Branco;0;1100
1068;19;Autônomo;Ensino Médio Completo;16;Solteiro;Branco;0;2786
1069;27;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Negro;5;3458
1070;22;Funcionário Setor Privado;Ensino Médio Completo;11;Solteiro;Pardo;0;2751
1071;49;Funcionário Setor Privado;Ensino Médio Incompleto;16;Casado;Branco;2;1100
1072;43;Servidor Público;Ensino Médio Completo;14;Casado;Branco;4;3558
1073;43;Funcionário Setor Privado;Ensino Médio Completo;5;Separado;Branco;5;3176
1074;19;Empresário;Ensino Médio Incompleto;6;Divorciado;Branco;1;11803
1075;58;Autônomo;Ensino Médio Incompleto;7;Casado;Branco;2;1100
1076;41;Empresário;Ensino Médio Completo;1;Casado;Branco;1;11115
1077;31;Funcionário Setor Privado;Ensino Médio Completo;21;Casado;Branco;2;2597
1078;30;Funcionário Setor Privado;Ensino Médio Completo;22;Casado;Branco;5;2720
1079;32;Funcionário Setor Privado;Ensino Médio Incompleto;19;Casado;Branco;0;1100
1080;29;Funcionário Setor Privado;Ensino Médio Completo;9;Solteiro;Branco;0;3676
1081;42;Funcionário Setor Privado;Ensino Médio Completo;5;Casado;Branco;5;3536
1082;38;Funcionário Setor Privado;Ensino Médio Incompleto;21;Divorciado;Branco;3;1100
1083;41;Funcionário Público;Ensino Médio Completo;15;Casado;Branco;5;5376
1084;44;Autônomo;Ensino Médio Completo;23;Solteiro;Branco;5;2399
1085;31;Funcionário Setor Privado;Doutorado;12;União Estável;Pardo;2;9627
1086;34;Funcionário Setor Privado;Ensino Médio Incompleto;24;Divorciado;Branco;3;1100
1087;21;Funcionário Setor Privado;Ensino Médio Completo;1;Solteiro;Branco;4;2649
1088;22;Autônomo;Ensino Médio Completo;16;Solteiro;Pardo;3;3604
1089;62;Funcionário Setor Privado;Ensino Fundamental Completo;7;Casado;Branco;5;1100
1090;19;;Ensino Médio Incompleto;13;Solteiro;Branco;2;1100
1091;29;MEI;Ensino Médio Incompleto;7;Casado;Branco;0;4402
1092;43;Funcionário Setor Privado;Ensino Médio Completo;24;Divorciado;Branco;1;3872
1093;68;Aposentado;Ensino Fundamental Incompleto;9;Casado;Branco;1;4289
1094;45;MEI;Ensino Médio Completo;20;Casado;Branco;2;1554
1095;39;MEI;Ensino Fundamental Completo;16;Casado;Branco;3;2124
1096;41;Funcionário Setor Privado;Ensino Médio Completo;22;Casado;Negro;0;2497
1097;34;Autônomo;Ensino Médio Completo;19;Casado;Branco;1;3855
1098;34;Empresário;Ensino Médio Incompleto;6;Divorciado;Branco;3;19073
1099;31;Funcionário Setor Privado;Ensino Médio Completo;19;Solteiro;Branco;2;3818
1100;29;Funcionário Setor Privado;Ensino Médio Incompleto;25;Solteiro;Branco;2;1100
1101;41;Funcionário Setor Privado;Ensino Médio Completo;15;Casado;Branco;5;2900
1102;41;Funcionário Setor Privado;Ensino Médio Completo;16;Casado;Branco;3;3594
1103;35;MEI;Mestrado;5;Casado;Branco;1;2424
1104;33;Funcionário Setor Privado;Ensino Médio Completo;7;Casado;Branco;3;2424
1105;37;Servidor Público;Ensino Médio Completo;25;Solteiro;Branco;4;4507
1106;69;Aposentado;Ensino Médio Incompleto;7;Casado;Branco;4;6122
1107;34;Funcionário Setor Privado;Ensino Médio Incompleto;11;Divorciado;Branco;4;1100
1108;60;MEI;Ensino Médio Completo;9;Casado;Branco;3;6193
1109;36;Funcionário Setor Privado;Ensino Médio Completo;7;Casado;Branco;2;3139
1110;41;Funcionário Setor Privado;Ensino Médio Incompleto;11;Casado;Branco;0;1100
1111;58;Empresário;Ensino Médio Completo;10;Casado;Branco;0;4242
1112;53;Funcionário Setor Privado;Ensino Médio Completo;16;Casado;Pardo;0;3546
1113;29;Funcionário Setor Privado;Ensino Médio Completo;8;Casado;Branco;3;2229
1114;45;Funcionário Público;Ensino Médio Incompleto;26;Divorciado;Branco;5;1748
1115;34;Servidor Público;Ensino Médio Completo;10;Casado;Branco;2;5580
1116;36;Funcionário Setor Privado;Ensino Médio Completo;18;Casado;Branco;2;3376
1117;48;Funcionário Setor Privado;Ensino Médio Completo;6;Divorciado;Negro;4;3282
1118;20;Funcionário Setor Privado;Ensino Médio Completo;23;Solteiro;Branco;1;3929
1119;35;Funcionário Setor Privado;Ensino Médio Incompleto;25;Casado;Branco;0;1100
1120;63;Funcionário Público;Ensino Médio Incompleto;4;Viúvo;Negro;2;1192
1121;41;Autônomo;Ensino Médio Completo;2;Divorciado;Branco;4;2277
1122;28;Funcionário Setor Privado;Ensino Médio Completo;20;Casado;Branco;2;2119
1123;30;Funcionário Setor Privado;Ensino Médio Completo;9;Solteiro;Negro;3;3491
1124;34;;Ensino Médio Incompleto;4;Divorciado;Branco;5;1100
1125;31;Funcionário Setor Privado;Ensino Médio Incompleto;16;Solteiro;Branco;1;1100
1126;37;Funcionário Setor Privado;Ensino Médio Completo;13;Solteiro;Branco;0;3318
1127;42;;Ensino Médio Completo;7;Divorciado;Branco;2;2400
1128;31;Funcionário Setor Privado;Ensino Médio Completo;27;Casado;Branco;5;3497
1129;46;Autônomo;Mestrado;21;Casado;Branco;2;6121
1130;35;Funcionário Público;Ensino Médio Incompleto;2;Casado;Negro;0;1588
1131;27;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;4;1100
1132;41;Funcionário Setor Privado;Ensino Fundamental Incompleto;13;Casado;Branco;3;1100
1133;19;Funcionário Setor Privado;Ensino Médio Completo;13;Solteiro;Branco;2;2927
1134;20;Funcionário Setor Privado;Ensino Médio Completo;27;Solteiro;Branco;0;3814
1135;59;Funcionário Público;Ensino Médio Incompleto;7;Viúvo;Branco;4;1443
1136;40;Funcionário Setor Privado;Ensino Médio Completo;20;Solteiro;Branco;1;3181
1137;56;Autônomo;Ensino Médio Completo;4;Casado;Branco;4;2725
1138;33;Funcionário Setor Privado;Mestrado;1;Casado;Branco;0;10142
1139;30;MEI;Ensino Médio Completo;14;Solteiro;Branco;5;5181
1140;46;Funcionário Setor Privado;Ensino Médio Incompleto;6;Casado;Branco;2;1100
1141;61;MEI;Ensino Médio Incompleto;7;Casado;Branco;5;6083
1142;50;MEI;Ensino Médio Incompleto;25;Casado;Branco;5;6667
1143;25;Funcionário Setor Privado;Ensino Médio Incompleto;19;Solteiro;Branco;5;1100
1144;40;Funcionário Setor Privado;Ensino Médio Completo;15;Divorciado;Branco;0;2710
1145;24;;Ensino Médio Completo;19;Solteiro;Branco;1;3603
1146;51;Funcionário Setor Privado;Ensino Médio Incompleto;16;Casado;Branco;0;1100
1147;43;Servidor Público;Ensino Médio Incompleto;25;Casado;Branco;4;1852
1148;34;Funcionário Setor Privado;Ensino Médio Completo;20;Casado;Branco;2;2198
1149;46;Funcionário Setor Privado;Ensino Médio Incompleto;27;Casado;Branco;4;1100
1150;28;Servidor Público;Mestrado;18;Casado;Branco;4;7491
1151;26;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Pardo;3;3887
1152;20;Funcionário Setor Privado;Ensino Médio Incompleto;5;Solteiro;Branco;2;1100
1153;44;Funcionário Setor Privado;Ensino Médio Completo;26;Casado;Branco;4;2070
1154;51;Funcionário Setor Privado;Ensino Médio Incompleto;16;Viúvo;Branco;5;1100
1155;33;Funcionário Setor Privado;Ensino Médio Completo;20;Casado;Branco;4;2912
1156;54;Funcionário Setor Privado;Ensino Médio Completo;17;Casado;Branco;2;2616
1157;50;Funcionário Setor Privado;Ensino Médio Completo;25;Casado;Branco;4;2544
1158;33;Funcionário Setor Privado;Ensino Médio Incompleto;10;Divorciado;Negro;1;1100
1159;65;Funcionário Setor Privado;Ensino Médio Completo;7;Casado;Branco;2;2598
1160;22;;Ensino Médio Completo;5;Solteiro;Branco;1;3098
1161;88;Aposentado;Mestrado;5;Casado;Branco;4;5827
1162;40;Funcionário Setor Privado;Ensino Médio Incompleto;23;Divorciado;Branco;1;1100
1163;51;Funcionário Setor Privado;Ensino Médio Incompleto;12;Divorciado;Branco;0;1100
1164;50;Funcionário Setor Privado;Ensino Médio Incompleto;6;Divorciado;Negro;1;1100
1165;25;Funcionário Setor Privado;Mestrado;27;Casado;Branco;2;10685
1166;20;Funcionário Setor Privado;Ensino Médio Completo;3;Solteiro;Branco;1;3889
1167;47;Funcionário Setor Privado;Ensino Médio Incompleto;2;Casado;Branco;4;1100
1168;58;;Ensino Médio Completo;24;Casado;Branco;5;2419
1169;22;Funcionário Setor Privado;Ensino Médio Completo;7;Solteiro;Branco;5;3669
1170;50;Servidor Público;Ensino Médio Incompleto;6;Casado;Branco;5;1201
1171;47;Funcionário Setor Privado;Ensino Médio Incompleto;15;Solteiro;Branco;2;1100
1172;24;Empresário;Ensino Médio Incompleto;22;Solteiro;Pardo;4;15646
1173;50;;Ensino Médio Incompleto;19;Casado;Branco;3;1100
1174;40;Funcionário Setor Privado;Ensino Médio Completo;11;Divorciado;Branco;2;2840
1175;36;Funcionário Setor Privado;Ensino Médio Completo;3;Casado;Branco;0;3453
1176;32;Funcionário Setor Privado;Ensino Médio Incompleto;6;Casado;Branco;2;1100
1177;44;Funcionário Setor Privado;Ensino Médio Incompleto;1;Casado;Branco;1;1100
1178;51;;Mestrado;22;Casado;Branco;1;2
1179;59;Funcionário Público;Ensino Médio Completo;14;Solteiro;Negro;5;3017
1180;65;Funcionário Setor Privado;Ensino Médio Incompleto;22;Casado;Branco;5;1100
1181;24;Servidor Público;Ensino Médio Completo;25;Solteiro;Branco;1;5537
1182;27;Empresário;Ensino Médio Completo;5;Solteiro;Branco;0;17268
1183;51;Funcionário Setor Privado;Ensino Médio Completo;10;Divorciado;Branco;4;2538
1184;48;Funcionário Setor Privado;Ensino Médio Completo;3;Casado;Branco;5;2133
1185;39;Funcionário Setor Privado;Ensino Médio Incompleto;11;Casado;Branco;3;1100
1186;28;Funcionário Setor Privado;Ensino Médio Completo;15;Casado;Branco;4;2748
1187;19;Funcionário Setor Privado;Ensino Médio Completo;23;Solteiro;Branco;2;3695
1188;49;Empresário;Ensino Médio Completo;1;Divorciado;Negro;1;4582
1189;51;Empresário;Ensino Médio Completo;23;Casado;Branco;2;8232
1190;59;Funcionário Setor Privado;Mestrado;19;Casado;Branco;0;7226
1191;18;Funcionário Setor Privado;Ensino Médio Incompleto;1;Solteiro;Branco;0;1100
1192;50;Funcionário Setor Privado;Ensino Médio Incompleto;23;Casado;Branco;2;1100
1193;45;Funcionário Público;Ensino Médio Incompleto;3;Casado;Negro;3;1928
1194;30;Empresário;Ensino Médio Completo;6;Casado;Branco;1;6894
1195;37;Funcionário Setor Privado;Ensino Médio Completo;27;Divorciado;Branco;4;3191
1196;44;Funcionário Setor Privado;Ensino Médio Completo;11;Solteiro;Branco;3;2306
1197;33;Funcionário Setor Privado;Ensino Médio Completo;17;Casado;Negro;3;3034
1198;61;MEI;Mestrado;20;Casado;Branco;4;2044
1199;61;Empresário;Ensino Médio Incompleto;6;Casado;Branco;3;1914
1200;38;Funcionário Setor Privado;Ensino Médio Completo;16;Casado;Branco;3;3576
1201;22;;Ensino Médio Completo;27;Solteiro;Branco;4;3953
1202;36;Funcionário Setor Privado;Ensino Médio Incompleto;7;Casado;Branco;0;1100
1203;44;MEI;Ensino Médio Completo;22;Casado;Branco;3;1113
1204;37;Funcionário Setor Privado;Ensino Médio Completo;4;Separado;Branco;1;2476
1205;31;Funcionário Setor Privado;Ensino Médio Completo;19;Divorciado;Branco;5;2370
1206;54;Funcionário Setor Privado;Doutorado;23;Casado;Branco;0;14648
1207;20;Funcionário Setor Privado;Ensino Médio Completo;8;Solteiro;Branco;1;3159
1208;63;;Ensino Médio Completo;13;Viúvo;Branco;0;2963
1209;48;Autônomo;Ensino Médio Completo;26;Casado;Indígena;0;2691
1210;33;;Ensino Médio Incompleto;9;Divorciado;Pardo;1;1100
1211;31;Funcionário Setor Privado;Ensino Médio Completo;27;Divorciado;Branco;4;3604
1212;38;Funcionário Setor Privado;Mestrado;2;Casado;Branco;0;6635
1213;45;Autônomo;Ensino Médio Incompleto;7;Casado;Branco;0;1100
1214;48;Funcionário Setor Privado;Ensino Médio Incompleto;15;Casado;Branco;1;1100
1215;53;Funcionário Setor Privado;Ensino Médio Completo;22;Casado;Branco;4;2142
1216;55;Funcionário Setor Privado;Ensino Médio Incompleto;27;Viúvo;Branco;3;1100
1217;38;Funcionário Setor Privado;Mestrado;5;Casado;Branco;0;8844
1218;29;Funcionário Setor Privado;Ensino Médio Incompleto;19;Solteiro;Branco;2;1100
1219;36;Funcionário Setor Privado;Ensino Médio Completo;10;Casado;Branco;2;2467
1220;42;Autônomo;Ensino Médio Completo;14;Casado;Branco;5;3452
1221;50;Funcionário Setor Privado;Ensino Médio Incompleto;20;Divorciado;Branco;0;1100
1222;75;Aposentado;Mestrado;26;Casado;Branco;1;6257
1223;46;Funcionário Setor Privado;Ensino Médio Completo;4;Casado;Branco;1;3159
1224;52;Funcionário Público;Ensino Médio Incompleto;3;Divorciado;Branco;5;1607
1225;27;Funcionário Setor Privado;Ensino Médio Completo;18;Solteiro;Branco;3;3462
1226;43;Funcionário Setor Privado;Ensino Médio Incompleto;13;Casado;Branco;3;1100
1227;31;Funcionário Setor Privado;Ensino Médio Incompleto;25;Separado;Negro;1;1100
1228;23;Funcionário Setor Privado;Ensino Médio Completo;26;Solteiro;Branco;4;3327
1229;34;Funcionário Setor Privado;Ensino Médio Incompleto;17;Solteiro;Branco;1;1100
1230;41;Autônomo;Ensino Médio Incompleto;25;Casado;Branco;2;1100
1231;31;Funcionário Setor Privado;Ensino Médio Incompleto;5;Solteiro;Branco;1;1100
1232;42;Funcionário Setor Privado;Ensino Médio Completo;19;Solteiro;Branco;1;2559
1233;35;Funcionário Setor Privado;Mestrado;15;Solteiro;Branco;2;8645
1234;55;Funcionário Setor Privado;Ensino Médio Incompleto;6;Separado;Branco;4;1100
1235;36;Servidor Público;Ensino Médio Incompleto;15;Viúvo;Branco;5;1532
1236;65;Autônomo;Ensino Médio Incompleto;12;Casado;Branco;3;1100
1237;38;Empresário;Ensino Médio Completo;4;Solteiro;Branco;1;11425
1238;62;Funcionário Setor Privado;Ensino Médio Completo;19;Viúvo;Branco;5;3211
1239;54;MEI;Mestrado;25;Casado;Branco;0;1542
1240;49;Funcionário Setor Privado;Ensino Médio Incompleto;4;Divorciado;Branco;1;1100
1241;34;Funcionário Setor Privado;Ensino Médio Incompleto;10;Casado;Branco;0;1100
1242;32;Funcionário Setor Privado;Ensino Médio Incompleto;18;Solteiro;Branco;2;1100
1243;51;MEI;Mestrado;10;Casado;Branco;3;2289
1244;48;Autônomo;Ensino Médio Completo;10;Casado;Branco;1;3128
1245;30;Funcionário Setor Privado;Ensino Médio Incompleto;14;Casado;Branco;2;1100
1246;52;Funcionário Público;Ensino Médio Incompleto;25;Divorciado;Branco;0;1401
1247;28;Autônomo;Ensino Médio Completo;2;Solteiro;Branco;1;3707
1248;29;Funcionário Setor Privado;Ensino Médio Incompleto;20;Casado;Pardo;0;1100
1249;38;Funcionário Setor Privado;Ensino Médio Completo;26;Solteiro;Branco;4;2630
1250;57;Funcionário Setor Privado;Ensino Médio Incompleto;17;Casado;Branco;3;1100
1251;43;Funcionário Público;Ensino Médio Completo;10;Casado;Branco;1;5223
1252;37;Servidor Público;Ensino Médio Completo;24;Separado;Branco;5;3483
1253;30;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;2;1100
1254;53;Funcionário Setor Privado;Ensino Médio Incompleto;20;Casado;Branco;0;1100
1255;69;Aposentado;Ensino Médio Completo;16;Viúvo;Branco;4;4903
1256;73;Aposentado;Ensino Médio Incompleto;19;Viúvo;Branco;4;6489
1257;22;MEI;Ensino Médio Completo;24;Solteiro;Branco;3;6634
1258;31;Funcionário Setor Privado;Ensino Médio Incompleto;20;Solteiro;Branco;0;1100
1259;38;Funcionário Setor Privado;Ensino Médio Completo;21;Casado;Branco;4;2363
1260;50;Autônomo;Ensino Médio Completo;3;Casado;Branco;4;2716
1261;37;Funcionário Setor Privado;Ensino Médio Completo;5;Casado;Branco;4;2511
1262;44;Empresário;Ensino Médio Completo;3;Divorciado;Branco;1;16892
1263;47;Funcionário Setor Privado;Ensino Médio Completo;18;Solteiro;Negro;3;3665
1264;27;Funcionário Setor Privado;Ensino Médio Completo;15;Casado;Branco;5;2186
1265;28;Funcionário Setor Privado;Ensino Médio Completo;11;Solteiro;Branco;3;2339
1266;25;Funcionário Setor Privado;Ensino Médio Incompleto;16;Solteiro;Negro;1;1100
1267;20;Funcionário Setor Privado;Ensino Médio Completo;18;Solteiro;Branco;1;2297
1268;51;Empresário;Ensino Médio Completo;24;Casado;Branco;2;6210
1269;46;Funcionário Setor Privado;Ensino Médio Completo;23;Casado;Branco;3;3279
1270;67;Aposentado;Ensino Médio Completo;10;Casado;Branco;3;4510
1271;47;Funcionário Setor Privado;Ensino Médio Incompleto;13;Casado;Branco;2;1100
1272;42;Funcionário Setor Privado;Ensino Médio Incompleto;23;Casado;Branco;3;1100
1273;52;Funcionário Setor Privado;Ensino Médio Incompleto;1;Solteiro;Branco;2;1100
1274;42;Funcionário Público;Ensino Médio Completo;4;Divorciado;Pardo;4;4244
1275;65;;Ensino Médio Incompleto;18;Casado;Branco;4;1100
1276;21;Funcionário Setor Privado;Ensino Médio Completo;8;Solteiro;Negro;2;2346
1277;50;Funcionário Setor Privado;Ensino Médio Incompleto;20;Casado;Branco;5;1100
1278;46;Funcionário Setor Privado;Ensino Médio Completo;19;Casado;Branco;0;3415
1279;47;Autônomo;Ensino Médio Completo;13;Casado;Branco;5;2766
1280;57;Funcionário Setor Privado;Ensino Fundamental Completo;1;Casado;Branco;2;1100
1281;37;Funcionário Setor Privado;Ensino Médio Completo;2;Solteiro;Branco;1;2084
1282;50;Funcionário Setor Privado;Ensino Médio Incompleto;4;Casado;Branco;4;1100
1283;58;;Ensino Médio Incompleto;7;Casado;Branco;3;1100
1284;63;Autônomo;Ensino Fundamental Incompleto;13;Viúvo;Branco;4;1100
1285;39;Funcionário Setor Privado;Ensino Médio Incompleto;15;Casado;Branco;3;1100
1286;46;Funcionário Setor Privado;Mestrado;8;Casado;Negro;2;9754
1287;36;Funcionário Setor Privado;Ensino Médio Incompleto;11;Casado;Branco;2;1100
1288;26;Funcionário Setor Privado;Ensino Fundamental Incompleto;10;Casado;Branco;5;1100
1289;21;Funcionário Setor Privado;Ensino Médio Completo;18;Solteiro;Branco;3;3062
1290;41;Funcionário Setor Privado;Ensino Médio Completo;3;Casado;Branco;5;2341
1291;44;Empresário;Ensino Médio Completo;17;Solteiro;Negro;3;2854
1292;22;Funcionário Setor Privado;Ensino Médio Incompleto;12;Casado;Branco;1;1100
1293;29;Funcionário Público;Ensino Médio Completo;7;Solteiro;Negro;0;4336
