ano,mes,sigla_uf,tipo_consumo,numero_consumidores,consumo
2008,4,AL,Total,,328117
2008,4,AC,Total,,46184
2008,4,MT,Total,,420074
2008,4,TO,Total,,88434
2008,4,CE,Total,,581639
2008,4,MS,Total,,304043
2008,5,ES,Total,,749627
2008,5,RN,Total,,323292
2008,5,MA,Total,,900150
2008,5,AM,Total,,361100
2008,5,SC,Total,,1470604
2008,5,PB,Total,,299701
2008,5,DF,Total,,410493
2008,5,AC,Total,,45889
2008,5,TO,Total,,92559
2008,5,PR,Total,,1903886
2008,5,MT,Total,,409064
2008,5,PE,Total,,814884
2008,5,AL,Total,,322019
2008,5,PI,Total,,142946
2008,5,SE,Total,,240444
2008,5,SP,Total,,9866399
2008,5,GO,Total,,852742
2008,5,RO,Total,,141117
2008,5,AP,Total,,49667
2008,5,RJ,Total,,2860706
2008,5,BA,Total,,1791863
2008,5,RS,Total,,2007848
2008,5,PA,Total,,1204944
2008,5,MS,Total,,298123
2008,5,RR,Total,,37758
2008,5,CE,Total,,601608
2008,5,MG,Total,,4100530
2008,6,MA,Total,,893574
2008,6,PE,Total,,777357
2008,6,PA,Total,,1247513
2008,6,RJ,Total,,2623702
2008,6,PB,Total,,293089
2008,6,RO,Total,,140705
2008,6,RR,Total,,35306
2008,6,SP,Total,,9660684
2008,6,MS,Total,,276653
2008,6,RN,Total,,314179
2008,6,MT,Total,,422938
2008,6,AM,Total,,359481
2008,6,MG,Total,,4163045
2008,6,GO,Total,,861184
2008,6,DF,Total,,411509
2008,6,SC,Total,,1414275
2008,6,BA,Total,,1677496
2008,6,ES,Total,,733014
2008,6,RS,Total,,1999591
2008,6,PI,Total,,148286
2008,6,AP,Total,,56602
2008,6,CE,Total,,602625
2008,6,TO,Total,,96232
2008,6,AC,Total,,45104
2008,6,SE,Total,,229893
2008,6,AL,Total,,304535
2008,6,PR,Total,,1954415
2008,7,PI,Total,,143535
2008,7,AP,Total,,53274
2008,7,AL,Total,,312631
2008,7,SE,Total,,237046
2008,7,RO,Total,,139671
2008,7,AC,Total,,46190
2008,7,RJ,Total,,2683517
2008,7,RR,Total,,34910
2008,7,RN,Total,,317615
2008,7,BA,Total,,1689346
2008,7,PA,Total,,1269710
2008,7,MG,Total,,4161299
2008,7,AM,Total,,359733
2008,7,SC,Total,,1455747
2008,7,SP,Total,,9874403
2008,7,MT,Total,,445126
2008,7,PR,Total,,1939921
2008,7,TO,Total,,95058
2008,7,PE,Total,,775514
2008,7,DF,Total,,398730
2008,7,MA,Total,,935394
2008,7,PB,Total,,292872
2008,7,CE,Total,,630237
2008,7,ES,Total,,732777
2008,7,RS,Total,,2023359
2008,7,GO,Total,,822396
2008,7,MS,Total,,280341
2008,8,RR,Total,,34816
2008,8,AL,Total,,315364
2008,8,PR,Total,,1983061
2008,8,MT,Total,,465079
2008,8,PA,Total,,1277788
2008,8,MS,Total,,307576
2008,8,SC,Total,,1502269
2008,8,TO,Total,,100054
2008,8,RJ,Total,,2754181
2008,8,GO,Total,,867613
2008,8,MG,Total,,4273051
2008,8,RS,Total,,2034853
2008,8,ES,Total,,751894
2008,8,MA,Total,,947652
2008,8,SP,Total,,10204766
2008,8,PI,Total,,153489
2008,8,RN,Total,,317902
2008,8,AM,Total,,390771
2008,8,AP,Total,,57191
2008,8,CE,Total,,643449
2008,8,BA,Total,,1718424
2008,8,PE,Total,,769220
2008,8,PB,Total,,298491
2008,8,RO,Total,,153353
2008,8,SE,Total,,236239
2008,8,AC,Total,,52834
2008,8,DF,Total,,402148
2008,9,BA,Total,,1732150
2008,9,PB,Total,,300087
2008,9,AP,Total,,58858
2008,9,MG,Total,,4261035
2008,9,MA,Total,,936394
2008,9,DF,Total,,426276
2008,9,SE,Total,,238227
2008,9,ES,Total,,750252
2008,9,RO,Total,,160247
2008,9,RR,Total,,39908
2008,9,AC,Total,,51827
2008,9,TO,Total,,105645
2008,9,GO,Total,,872903
2008,9,AM,Total,,398919
2008,9,RS,Total,,1959089
2008,9,RN,Total,,336388
2008,9,SP,Total,,10134297
2008,9,MT,Total,,493247
2008,9,PA,Total,,1297083
2008,9,CE,Total,,655093
2008,9,SC,Total,,1455077
2008,9,PI,Total,,163787
2008,9,RJ,Total,,2723433
2008,9,PR,Total,,1998583
2008,9,AL,Total,,317375
2008,9,PE,Total,,782212
2008,9,MS,Total,,315694
2008,10,PI,Total,,170216
2008,10,SC,Total,,1480680
2008,10,MA,Total,,961541
2008,10,AC,Total,,52747
2008,10,MT,Total,,480072
2008,10,GO,Total,,893554
2008,10,PE,Total,,838744
2008,10,SE,Total,,252558
2008,10,RO,Total,,155112
2008,10,MS,Total,,310451
2008,10,DF,Total,,440025
2008,10,RJ,Total,,2818813
2008,10,AP,Total,,61394
2008,10,PR,Total,,1991120
2008,10,RS,Total,,2009662
2008,10,PA,Total,,1344879
2008,10,BA,Total,,1799295
2008,10,AL,Total,,305693
2008,10,TO,Total,,107333
2008,10,RN,Total,,350269
2008,10,AM,Total,,388833
2008,10,MG,Total,,4261176
2008,10,ES,Total,,776778
2008,10,CE,Total,,693888
2008,10,RR,Total,,40884
2008,10,SP,Total,,10375220
2008,10,PB,Total,,312840
2008,11,PR,Total,,2010478
2008,11,PI,Total,,177810
2008,11,MS,Total,,334177
2008,11,MT,Total,,468569
2008,11,CE,Total,,678113
2008,11,PB,Total,,315201
2008,11,AP,Total,,65184
2008,11,RS,Total,,1955553
2008,11,TO,Total,,99161
2008,11,RJ,Total,,2870700
2008,11,MA,Total,,937932
2008,11,SC,Total,,1475054
2008,11,BA,Total,,1670664
2008,11,PA,Total,,1268284
2008,11,AL,Total,,339425
2008,11,SE,Total,,254362
2008,11,MG,Total,,4321299
2008,11,ES,Total,,693222
2008,11,RN,Total,,355174
2008,11,SP,Total,,10278890
2008,11,RR,Total,,41631
2008,11,RO,Total,,159680
2008,11,AM,Total,,394311
2008,11,AC,Total,,53493
2008,11,PE,Total,,856867
2008,11,GO,Total,,891862
2008,11,DF,Total,,443070
2008,12,GO,Total,,791294
2008,12,RR,Total,,39615
2008,12,DF,Total,,414038
2008,12,MG,Total,,3732483
2008,12,PA,Total,,1276296
2008,12,RN,Total,,366086
2008,12,AM,Total,,359102
2008,12,SE,Total,,258484
2008,12,PI,Total,,163782
2008,12,AL,Total,,342853
2008,12,MT,Total,,437229
2008,12,SP,Total,,9676080
2008,12,AC,Total,,51403
2008,12,MS,Total,,322680
2008,12,CE,Total,,681614
2008,12,ES,Total,,568682
2008,12,PE,Total,,889627
2008,12,TO,Total,,90085
2008,12,BA,Total,,1593667
2008,12,PB,Total,,309038
2008,12,AP,Total,,61584
2008,12,RJ,Total,,2682604
2008,12,PR,Total,,1953644
2008,12,MA,Total,,930688
2008,12,RS,Total,,2028391
2008,12,SC,Total,,1383996
2008,12,RO,Total,,154233
2008,1,ES,Cativo,,435111
2008,1,AM,Cativo,,331368
2008,1,RN,Cativo,,300937
2008,1,AL,Cativo,,333516
2008,1,SE,Cativo,,164121
2008,1,MS,Cativo,,246827
2008,1,AC,Cativo,,46028
2008,1,PE,Cativo,,784377
2008,1,RS,Cativo,,1931692
2008,1,RO,Cativo,,138465
2008,1,RR,Cativo,,35196
2008,1,CE,Cativo,,577896
2008,1,MT,Cativo,,341583
2008,1,MG,Cativo,,1952272
2008,1,PR,Cativo,,1611559
2008,1,TO,Cativo,,89685
2008,1,BA,Cativo,,1627228
2008,1,PB,Cativo,,268681
2008,1,GO,Cativo,,685000
2008,1,AP,Cativo,,54293
2008,1,SP,Cativo,,6673832
2008,1,RJ,Cativo,,2448282
2008,1,SC,Cativo,,1145154
2008,1,PA,Cativo,,581198
2008,1,MA,Cativo,,310372
2008,1,PI,Cativo,,156434
2008,1,DF,Cativo,,365787
2008,2,RS,Cativo,,1969086
2008,2,AC,Cativo,,45807
2008,2,SE,Cativo,,164247
2008,2,DF,Cativo,,364079
2008,2,AM,Cativo,,331440
2008,2,PB,Cativo,,255880
2008,2,PI,Cativo,,146903
2008,2,SC,Cativo,,1285859
2008,2,MG,Cativo,,1871760
2008,2,RJ,Cativo,,2304654
2008,2,ES,Cativo,,426989
2008,2,MS,Cativo,,257237
2008,2,RR,Cativo,,36036
2008,2,MA,Cativo,,278019
2008,2,PR,Cativo,,1656296
2008,2,PE,Cativo,,775680
2008,2,RO,Cativo,,133501
2008,2,MT,Cativo,,353536
2008,2,RN,Cativo,,303048
2008,2,SP,Cativo,,7197059
2008,2,CE,Cativo,,563244
2008,2,AL,Cativo,,315637
2008,2,TO,Cativo,,87579
2008,2,AP,Cativo,,48433
2008,2,BA,Cativo,,1557630
2008,2,PA,Cativo,,556936
2008,2,GO,Cativo,,675041
2008,3,RR,Cativo,,36752
2008,3,MS,Cativo,,260717
2008,3,CE,Cativo,,549213
2008,3,SE,Cativo,,161939
2008,3,SP,Cativo,,6924897
2008,3,PI,Cativo,,140331
2008,3,PA,Cativo,,575001
2008,3,ES,Cativo,,423514
2008,3,SC,Cativo,,1286859
2008,3,MG,Cativo,,1793405
2008,3,MA,Cativo,,288143
2008,3,BA,Cativo,,1564177
2008,3,DF,Cativo,,351377
2008,3,TO,Cativo,,84432
2008,3,RN,Cativo,,307574
2008,3,MT,Cativo,,377270
2008,3,RO,Cativo,,134855
2008,3,AP,Cativo,,49889
2008,3,RJ,Cativo,,2338946
2008,3,AM,Cativo,,339761
2008,3,PB,Cativo,,253796
2008,3,AC,Cativo,,45097
2008,3,PE,Cativo,,800167
2008,3,PR,Cativo,,1691634
2008,3,RS,Cativo,,1923106
2008,3,AL,Cativo,,322461
2008,3,GO,Cativo,,650199
2008,4,SP,Cativo,,7006716
2008,4,PE,Cativo,,759779
2008,4,RJ,Cativo,,2316950
2008,4,PB,Cativo,,251923
2008,4,ES,Cativo,,422167
2008,4,TO,Cativo,,88434
2008,4,SE,Cativo,,166432
2008,4,MT,Cativo,,379165
2008,4,MA,Cativo,,276016
2008,4,PI,Cativo,,135496
2008,4,BA,Cativo,,1573237
2008,4,PA,Cativo,,569332
2008,4,AL,Cativo,,312489
2008,4,GO,Cativo,,700264
2008,4,PR,Cativo,,1716808
2008,4,RN,Cativo,,292005
2008,4,CE,Cativo,,523365
2008,4,SC,Cativo,,1243561
2008,4,RO,Cativo,,138913
2008,4,AC,Cativo,,46184
2008,4,DF,Cativo,,378681
2008,4,RS,Cativo,,1866949
2008,4,RR,Cativo,,37186
2008,4,MG,Cativo,,1842486
2008,4,AM,Cativo,,341144
2008,4,AP,Cativo,,51074
2008,4,MS,Cativo,,262466
2008,5,PR,Cativo,,1614091
2008,5,RO,Cativo,,141117
2008,5,PA,Cativo,,582403
2008,5,MA,Cativo,,291058
2008,5,ES,Cativo,,429570
2008,5,MS,Cativo,,254143
2008,5,RJ,Cativo,,2281026
2008,5,AM,Cativo,,361100
2008,5,PE,Cativo,,780260
2008,5,TO,Cativo,,92559
2008,5,GO,Cativo,,734532
2008,5,BA,Cativo,,1612638
2008,5,AP,Cativo,,49667
2008,5,CE,Cativo,,544635
2008,5,AC,Cativo,,45889
2008,5,AL,Cativo,,305697
2008,5,RR,Cativo,,37758
2008,5,SP,Cativo,,7078715
2008,5,PB,Cativo,,251060
2008,5,PI,Cativo,,142946
2008,5,DF,Cativo,,379513
2008,5,MT,Cativo,,369615
2008,5,RN,Cativo,,287839
2008,5,SE,Cativo,,163483
2008,5,SC,Cativo,,1220416
2008,5,MG,Cativo,,2079335
2008,5,RS,Cativo,,1763629
2008,6,AM,Cativo,,359481
2008,6,SP,Cativo,,6882482
2008,6,MG,Cativo,,2045853
2008,6,PR,Cativo,,1663694
2008,6,RN,Cativo,,279774
2008,6,PB,Cativo,,246722
2008,6,ES,Cativo,,427083
2008,6,DF,Cativo,,382414
2008,6,CE,Cativo,,543260
2008,6,AC,Cativo,,45104
2008,6,RO,Cativo,,140705
2008,6,RS,Cativo,,1739157
2008,6,PA,Cativo,,599783
2008,6,AP,Cativo,,56602
2008,6,PI,Cativo,,148286
2008,6,GO,Cativo,,770097
2008,6,MT,Cativo,,382031
2008,6,TO,Cativo,,96232
2008,6,RR,Cativo,,35306
2008,6,MA,Cativo,,304456
2008,6,AL,Cativo,,287967
2008,6,BA,Cativo,,1519814
2008,6,PE,Cativo,,741770
2008,6,SC,Cativo,,1170490
2008,6,MS,Cativo,,236011
2008,6,RJ,Cativo,,2043822
2008,6,SE,Cativo,,157135
2008,7,PI,Cativo,,143535
2008,7,RN,Cativo,,282454
2008,7,MG,Cativo,,2034494
2008,7,RO,Cativo,,139671
2008,7,BA,Cativo,,1600572
2008,7,SE,Cativo,,155765
2008,7,PA,Cativo,,621128
2008,7,SC,Cativo,,1198766
2008,7,AC,Cativo,,46190
2008,7,RJ,Cativo,,2093534
2008,7,MA,Cativo,,322087
2008,7,RR,Cativo,,34910
2008,7,MT,Cativo,,403019
2008,7,AP,Cativo,,53274
2008,7,CE,Cativo,,566544
2008,7,AM,Cativo,,359733
2008,7,SP,Cativo,,7015124
2008,7,RS,Cativo,,1753658
2008,7,MS,Cativo,,236605
2008,7,AL,Cativo,,296521
2008,7,GO,Cativo,,722034
2008,7,TO,Cativo,,95058
2008,7,PB,Cativo,,243609
2008,7,PE,Cativo,,739574
2008,7,ES,Cativo,,409389
2008,7,DF,Cativo,,367632
2008,7,PR,Cativo,,1639907
2008,8,AM,Cativo,,390771
2008,8,SE,Cativo,,155931
2008,8,ES,Cativo,,426703
2008,8,TO,Cativo,,100054
2008,8,RR,Cativo,,34816
2008,8,MS,Cativo,,264153
2008,8,PA,Cativo,,615557
2008,8,PB,Cativo,,248472
2008,8,MT,Cativo,,423670
2008,8,AL,Cativo,,298238
2008,8,GO,Cativo,,791874
2008,8,PI,Cativo,,153489
2008,8,PE,Cativo,,732373
2008,8,BA,Cativo,,1607599
2008,8,RJ,Cativo,,2169607
2008,8,RO,Cativo,,153353
2008,8,MA,Cativo,,336345
2008,8,SP,Cativo,,7275753
2008,8,DF,Cativo,,368777
2008,8,AP,Cativo,,57191
2008,8,RS,Cativo,,1765720
2008,8,AC,Cativo,,52834
2008,8,MG,Cativo,,2101285
2008,8,RN,Cativo,,314391
2008,8,SC,Cativo,,1249822
2008,8,PR,Cativo,,1697717
2008,8,CE,Cativo,,581168
2008,9,AC,Cativo,,51827
2008,9,PI,Cativo,,163787
2008,9,MA,Cativo,,342562
2008,9,RO,Cativo,,160247
2008,9,BA,Cativo,,1643817
2008,9,PA,Cativo,,647933
2008,9,MG,Cativo,,2115204
2008,9,DF,Cativo,,394882
2008,9,AP,Cativo,,58858
2008,9,SP,Cativo,,7318526
2008,9,RS,Cativo,,1699806
2008,9,GO,Cativo,,796507
2008,9,CE,Cativo,,598521
2008,9,TO,Cativo,,105645
2008,9,AL,Cativo,,301965
2008,9,ES,Cativo,,424497
2008,9,SC,Cativo,,1203333
2008,9,MT,Cativo,,453124
2008,9,AM,Cativo,,398919
2008,9,SE,Cativo,,160758
2008,9,RJ,Cativo,,2156324
2008,9,RR,Cativo,,39908
2008,9,PR,Cativo,,1716936
2008,9,RN,Cativo,,333898
2008,9,MS,Cativo,,274028
2008,9,PB,Cativo,,252962
2008,9,PE,Cativo,,747213
2008,10,RO,Cativo,,155112
2008,10,AM,Cativo,,388833
2008,10,AL,Cativo,,292145
2008,10,RS,Cativo,,1737569
2008,10,RN,Cativo,,346930
2008,10,MG,Cativo,,2149553
2008,10,ES,Cativo,,449200
2008,10,SE,Cativo,,172083
2008,10,BA,Cativo,,1705363
2008,10,MA,Cativo,,347313
2008,10,PE,Cativo,,801813
2008,10,MS,Cativo,,266378
2008,10,PR,Cativo,,1696771
2008,10,GO,Cativo,,781458
2008,10,RJ,Cativo,,2228268
2008,10,SP,Cativo,,7577720
2008,10,DF,Cativo,,408066
2008,10,AC,Cativo,,52747
2008,10,AP,Cativo,,61394
2008,10,TO,Cativo,,107333
2008,10,CE,Cativo,,633702
2008,10,PB,Cativo,,260973
2008,10,PA,Cativo,,648144
2008,10,RR,Cativo,,40884
2008,10,PI,Cativo,,170216
2008,10,SC,Cativo,,1218424
2008,10,MT,Cativo,,440069
2008,11,SE,Cativo,,178082
2008,11,AP,Cativo,,65184
2008,11,AM,Cativo,,394311
2008,11,MS,Cativo,,292116
2008,11,RN,Cativo,,354115
2008,11,MG,Cativo,,2238419
2008,11,SC,Cativo,,1237266
2008,11,CE,Cativo,,622628
2008,11,AC,Cativo,,53493
2008,11,TO,Cativo,,99161
2008,11,PB,Cativo,,268083
2008,11,PE,Cativo,,821563
2008,11,GO,Cativo,,793048
2008,11,RS,Cativo,,1715020
2008,11,RR,Cativo,,41631
2008,11,ES,Cativo,,445568
2008,11,AL,Cativo,,325145
2008,11,MT,Cativo,,428518
2008,11,PI,Cativo,,177810
2008,11,PR,Cativo,,1729837
2008,11,RJ,Cativo,,2321328
2008,11,BA,Cativo,,1580015
2008,11,MA,Cativo,,345606
2008,11,RO,Cativo,,159680
2008,11,SP,Cativo,,7521450
2008,11,DF,Cativo,,411692
2008,11,PA,Cativo,,619522
2008,12,SE,Cativo,,182881
2008,12,SC,Cativo,,1202478
2008,12,GO,Cativo,,713252
2008,12,BA,Cativo,,1491342
2008,12,PA,Cativo,,601757
2008,12,DF,Cativo,,382600
2008,12,PE,Cativo,,855216
2008,12,MS,Cativo,,288923
2008,12,RJ,Cativo,,2206075
2008,12,AL,Cativo,,327461
2008,12,AC,Cativo,,51403
2008,12,PB,Cativo,,268929
2008,12,PR,Cativo,,1681137
2008,12,SP,Cativo,,7139182
2008,12,RO,Cativo,,154233
2008,12,MT,Cativo,,401164
2008,12,TO,Cativo,,90085
2008,12,AM,Cativo,,359102
2008,12,AP,Cativo,,61584
2008,12,PI,Cativo,,163782
2008,12,MA,Cativo,,322043
2008,12,RS,Cativo,,1833398
2008,12,RR,Cativo,,39615
2008,12,CE,Cativo,,643632
2008,12,RN,Cativo,,364889
2008,12,MG,Cativo,,1918603
2008,12,ES,Cativo,,408636
2008,1,AC,Outros,26095,13589
2008,1,BA,Outros,252401,249798
2008,1,SE,Outros,24815,43793
2008,1,RS,Outros,353488,528498
2008,1,AP,Outros,2761,12789
2008,1,PR,Outros,385183,302954
2008,1,AL,Outros,18287,65923
2008,1,MA,Outros,66279,64381
2008,1,PE,Outros,187013,178126
2008,1,MS,Outros,80796,64957
2008,1,RN,Outros,66188,84046
2008,1,MG,Outros,688658,424978
2008,1,RR,Outros,7562,9888
2008,1,MT,Outros,100241,75751
2008,1,TO,Outros,49657,28584
2008,1,GO,Outros,170467,153042
2008,1,CE,Outros,302249,146005
2008,1,PB,Outros,96813,67221
2008,1,SP,Outros,361184,1038120
2008,1,SC,Outros,233977,242300
2008,1,AM,Outros,21985,57481
2008,1,ES,Outros,157812,98873
2008,1,RJ,Outros,87856,493878
2008,1,DF,Outros,13241,94103
2008,1,PI,Outros,41319,39540
2008,1,RO,Outros,81283,33916
2008,1,PA,Outros,96335,88301
2008,2,SP,Outros,356487,1044149
2008,2,AL,Outros,18277,64879
2008,2,BA,Outros,251811,236980
2008,2,TO,Outros,50068,27497
2008,2,AM,Outros,22086,55438
2008,2,MS,Outros,80848,69515
2008,2,SE,Outros,24908,42776
2008,2,SC,Outros,238654,234393
2008,2,AC,Outros,26149,13478
2008,2,RR,Outros,7576,9971
2008,2,PA,Outros,102099,85682
2008,2,PE,Outros,188113,164355
2008,2,PR,Outros,385642,308956
2008,2,MG,Outros,690691,413137
2008,2,MA,Outros,64733,56369
2008,2,RN,Outros,66388,77331
2008,2,RJ,Outros,87886,465592
2008,2,MT,Outros,101176,77864
2008,2,GO,Outros,170826,159737
2008,2,CE,Outros,309967,130918
2008,2,AP,Outros,2780,12163
2008,2,RO,Outros,81785,33368
2008,2,RS,Outros,354296,546786
2008,2,ES,Outros,158562,91917
2008,2,PB,Outros,97245,62723
2008,2,PI,Outros,41652,37239
2008,2,DF,Outros,13235,92385
2008,3,BA,Outros,252499,218822
2008,3,SE,Outros,25108,41394
2008,3,MA,Outros,63901,60714
2008,3,AP,Outros,2772,13086
2008,3,PB,Outros,97347,64052
2008,3,PA,Outros,103196,86651
2008,3,MS,Outros,80937,73592
2008,3,RR,Outros,7597,10392
2008,3,RO,Outros,82084,33388
2008,3,AC,Outros,26227,13904
2008,3,AL,Outros,18514,59697
2008,3,PI,Outros,41586,35671
2008,3,SP,Outros,338507,1019978
2008,3,PR,Outros,386106,310899
2008,3,CE,Outros,304021,126536
2008,3,ES,Outros,159896,93392
2008,3,DF,Outros,13214,91281
2008,3,TO,Outros,50081,26153
2008,3,RN,Outros,66561,76164
2008,3,RS,Outros,355255,496748
2008,3,RJ,Outros,88209,461825
2008,3,AM,Outros,22542,60058
2008,3,MG,Outros,692327,397380
2008,3,MT,Outros,102507,87036
2008,3,PE,Outros,188672,162149
2008,3,SC,Outros,251349,251349
2008,3,GO,Outros,170914,155988
2008,4,MS,Outros,81054,74966
2008,4,SC,Outros,245568,234854
2008,4,MT,Outros,103242,88671
2008,4,GO,Outros,170095,163725
2008,4,AP,Outros,2759,13247
2008,4,AM,Outros,22923,59982
2008,4,DF,Outros,13089,97896
2008,4,AC,Outros,26236,13837
2008,4,SP,Outros,335961,1034596
2008,4,CE,Outros,304392,117229
2008,4,RO,Outros,82857,35184
2008,4,PE,Outros,189491,149599
2008,4,PR,Outros,386576,311428
2008,4,RR,Outros,7600,9818
2008,4,BA,Outros,253237,224903
2008,4,RJ,Outros,88663,477309
2008,4,AL,Outros,18525,51134
2008,4,TO,Outros,50533,26549
2008,4,ES,Outros,161006,92606
2008,4,PB,Outros,97601,60807
2008,4,MA,Outros,64013,59371
2008,4,SE,Outros,25320,40579
2008,4,RS,Outros,356370,426428
2008,4,RN,Outros,66611,66867
2008,4,MG,Outros,694876,412050
2008,4,PI,Outros,41635,35469
2008,4,PA,Outros,103734,87720
2008,5,SP,Outros,332883,1039342
2008,5,AL,Outros,18388,46745
2008,5,PR,Outros,387096,296733
2008,5,PB,Outros,97893,58946
2008,5,PE,Outros,190199,160255
2008,5,DF,Outros,13114,98883
2008,5,CE,Outros,305661,120905
2008,5,AM,Outros,23244,61885
2008,5,BA,Outros,252959,247512
2008,5,RO,Outros,83186,36524
2008,5,RR,Outros,7611,10716
2008,5,PI,Outros,41734,36215
2008,5,RN,Outros,66722,61698
2008,5,MG,Outros,682649,446997
2008,5,AC,Outros,25925,14044
2008,5,SE,Outros,25388,39071
2008,5,AP,Outros,2758,13880
2008,5,ES,Outros,162168,101772
2008,5,TO,Outros,51211,27191
2008,5,RJ,Outros,88967,461193
2008,5,RS,Outros,357258,368101
2008,5,MS,Outros,81046,73454
2008,5,PA,Outros,106041,88269
2008,5,MA,Outros,54368,61943
2008,5,SC,Outros,245726,233715
2008,5,MT,Outros,105049,87663
2008,5,GO,Outros,171593,190490
2008,6,SP,Outros,335405,1029941
2008,6,CE,Outros,307243,124779
2008,6,RO,Outros,83851,35980
2008,6,MA,Outros,54353,63888
2008,6,PA,Outros,108007,91808
2008,6,PB,Outros,98445,59407
2008,6,RS,Outros,358101,343503
2008,6,DF,Outros,13167,101647
2008,6,SC,Outros,245890,223076
2008,6,AC,Outros,26395,13743
2008,6,BA,Outros,252631,244342
2008,6,AP,Outros,2765,16467
2008,6,PE,Outros,190988,156229
2008,6,SE,Outros,25550,37856
2008,6,RJ,Outros,89254,423855
2008,6,AL,Outros,18451,44910
2008,6,PI,Outros,41894,37622
2008,6,PR,Outros,387564,292493
2008,6,MS,Outros,81053,67450
2008,6,MG,Outros,700827,495015
2008,6,ES,Outros,163272,108814
2008,6,RN,Outros,67087,62407
2008,6,MT,Outros,107357,93139
2008,6,GO,Outros,172160,237853
2008,6,AM,Outros,23589,66101
2008,6,RR,Outros,7625,9999
2008,6,TO,Outros,51678,29722
2008,7,PA,Outros,109911,92909
2008,7,MG,Outros,712449,482697
2008,7,RR,Outros,7622,10040
2008,7,AP,Outros,2773,12759
2008,7,GO,Outros,172899,200420
2008,7,MT,Outros,109247,109253
2008,7,TO,Outros,51857,30757
2008,7,MS,Outros,81140,68005
2008,7,RN,Outros,67265,62162
2008,7,PE,Outros,191474,158453
2008,7,MA,Outros,55174,67598
2008,7,SP,Outros,332578,1063721
2008,7,SC,Outros,246201,222157
2008,7,RJ,Outros,89605,456944
2008,7,DF,Outros,13425,98968
2008,7,PI,Outros,41929,38315
2008,7,RS,Outros,358900,333388
2008,7,AM,Outros,23680,64709
2008,7,PB,Outros,98660,59673
2008,7,CE,Outros,311669,135345
2008,7,SE,Outros,25745,37594
2008,7,AC,Outros,26414,14467
2008,7,BA,Outros,254115,256981
2008,7,ES,Outros,164706,106881
2008,7,RO,Outros,84056,34881
2008,7,PR,Outros,387437,289369
2008,7,AL,Outros,18370,43552
2008,8,PB,Outros,99171,60259
2008,8,AC,Outros,26121,15844
2008,8,PA,Outros,111218,90550
2008,8,MA,Outros,55662,70063
2008,8,AP,Outros,2770,14035
2008,8,RJ,Outros,90710,462169
2008,8,MG,Outros,694078,503624
2008,8,RN,Outros,67472,67118
2008,8,GO,Outros,173475,234154
2008,8,CE,Outros,324491,145355
2008,8,AM,Outros,24171,69601
2008,8,PI,Outros,42501,40203
2008,8,SE,Outros,25855,37924
2008,8,SC,Outros,246337,242479
2008,8,BA,Outros,253545,263731
2008,8,RS,Outros,360650,335382
2008,8,MT,Outros,110376,115849
2008,8,PE,Outros,192046,158859
2008,8,PR,Outros,388560,293145
2008,8,ES,Outros,166133,114933
2008,8,RO,Outros,84534,38754
2008,8,TO,Outros,51935,32396
2008,8,SP,Outros,333248,1103115
2008,8,DF,Outros,13309,100234
2008,8,RR,Outros,7620,9764
2008,8,AL,Outros,18424,44397
2008,8,MS,Outros,81251,73107
2008,9,AM,Outros,24699,73859
2008,9,PE,Outros,192377,162936
2008,9,PR,Outros,389347,301912
2008,9,DF,Outros,13287,101752
2008,9,RJ,Outros,93144,474084
2008,9,BA,Outros,254650,277584
2008,9,PB,Outros,99608,64736
2008,9,RO,Outros,85159,40214
2008,9,TO,Outros,51903,32272
2008,9,GO,Outros,174369,228971
2008,9,AC,Outros,26410,15392
2008,9,RR,Outros,7635,11024
2008,9,PI,Outros,42233,42735
2008,9,MG,Outros,626334,525363
2008,9,MT,Outros,112861,120840
2008,9,AP,Outros,2742,14096
2008,9,SP,Outros,334515,1144340
2008,9,MS,Outros,81510,78794
2008,9,AL,Outros,18544,45480
2008,9,RS,Outros,356902,324497
2008,9,SC,Outros,244670,225732
2008,9,MA,Outros,61191,71903
2008,9,PA,Outros,112523,100565
2008,9,CE,Outros,329232,153800
2008,9,RN,Outros,67631,75054
2008,9,ES,Outros,167617,115536
2008,9,SE,Outros,26022,40413
2008,10,MA,Outros,63424,73268
2008,10,AC,Outros,26500,15370
2008,10,ES,Outros,168967,116977
2008,10,RS,Outros,357817,336225
2008,10,PI,Outros,42421,44362
2008,10,PB,Outros,100062,68362
2008,10,SC,Outros,247504,230675
2008,10,MT,Outros,113841,115817
2008,10,RJ,Outros,94500,466985
2008,10,MS,Outros,82322,76226
2008,10,SP,Outros,337079,1149075
2008,10,AP,Outros,2771,14288
2008,10,PA,Outros,113055,101793
2008,10,RR,Outros,7645,11002
2008,10,RN,Outros,67999,81618
2008,10,CE,Outros,334056,166479
2008,10,RO,Outros,85539,39005
2008,10,TO,Outros,52051,31715
2008,10,AM,Outros,24948,70538
2008,10,AL,Outros,18771,51746
2008,10,GO,Outros,174791,210536
2008,10,DF,Outros,13346,111108
2008,10,SE,Outros,26460,43750
2008,10,PE,Outros,192939,179428
2008,10,MG,Outros,618795,506405
2008,10,PR,Outros,389712,299112
2008,10,BA,Outros,254918,295229
2008,11,MT,Outros,114114,102420
2008,11,AP,Outros,2856,15067
2008,11,AC,Outros,26383,15835
2008,11,AL,Outros,18724,64379
