code,name,gender,function,category,organisation_code,organisation,organisation_long,disciplines,birth_date
1942377,ROZIER Jeremy,Male,Referee,J,FRA,France,France,['Rugby Sevens'],
1942378,WARD David,Male,Referee,J,WR,World Rugby,World Rugby,['Rugby Sevens'],
1942379,ROKOVERENI Tevita,Male,Referee,J,FIJ,Fiji,Fiji,['Rugby Sevens'],
1942380,McPHAIL James,Male,Referee,J,NED,Netherlands,Netherlands,['Rugby Sevens'],
1942972,WANG Ziling,Female,Referee,J,CHN,China,People's Republic of China,['Volleyball'],
1943350,HUGHES Christi,Female,Judge,J,GBR,Great Britain,Great Britain,['Cycling BMX Freestyle'],
1943476,RAPAPORT Sean,Male,Umpire,J,RSA,South Africa,South Africa,['Hockey'],
1948013,ROSTRON Annelize,Female,Umpire,J,RSA,South Africa,South Africa,['Hockey'],
1948034,PRASAD Raghu,Male,Umpire,J,IND,India,India,['Hockey'],
1948172,MIKHEYEV Yevgeniy,Male,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
1948315,MOSTAFA Wael,Male,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
1948497,NOUJAIM Rabah,Male,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
1948922,PERALTA Carlos,Male,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
1949000,PAEZ Kristian,Male,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
1949352,JURGENS Axel,Male,Judge,J,ARG,Argentina,Argentina,['Cycling BMX Freestyle'],
1956115,KACHINSKY Brian,Male,Judge,J,USA,United States,United States of America,['Cycling BMX Freestyle'],
1956714,NOIROT Romuald,Male,Judge,J,FRA,France,France,['Cycling BMX Freestyle'],
1957925,TOSI Fulvia,Female,Judge,J,ITA,Italy,Italy,['Cycling BMX Freestyle'],
1958435,McGARRIGLE Ben,Male,Referee,J,IRL,Ireland,Ireland,['Boxing'],
1958462,REESE Shawn,Male,Referee,J,USA,United States,United States of America,['Boxing'],
1958696,ALTAYEV Alisher,Male,Referee,J,KAZ,Kazakhstan,Kazakhstan,['Boxing'],
1958816,MOUHNI Abderrazzak,Male,Referee,J,FRA,France,France,['Boxing'],
1958835,BABANLI Anar,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
1958863,FERREIRA Emanuel,Male,Referee,J,PUR,Puerto Rico,Puerto Rico,['Boxing'],
1958875,PASTOR ARREAGA Emerson Alejandro,Male,Referee,J,GUA,Guatemala,Guatemala,['Boxing'],
1959180,SCHNEIDER Jill,Female,Jury Member,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
1963610,PRAKSCH Peter,Male,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
1963689,RENEAU Jenna,Female,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
1963755,ROSSO Yohan,Male,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
1963769,SALINS Gatis,Male,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
1963784,VAZQUEZ Roberto,Male,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
1963816,VULIC Martin,Male,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
1963832,ZURAPOVIC Ademir,Male,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
1963904,MALO Maripier,Female,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
1963920,MAZZONI Manuel,Male,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
1969254,LATOS Maria,Female,Referee,J,GER,Germany,Germany,['Rugby Sevens'],
1969255,FERREIRA Morne,Male,Referee,J,RSA,South Africa,South Africa,['Rugby Sevens'],
1969256,BREAKSPEAR Ben,Male,Referee,J,GBR,Great Britain,Great Britain,['Rugby Sevens'],
1969257,DUARTE Paulo,Male,Referee,J,POR,Portugal,Portugal,['Rugby Sevens'],
1969258,WAY Jordan,Male,Referee,J,AUS,Australia,Australia,['Rugby Sevens'],
1969260,HOGAN Nick,Male,Referee,J,NZL,New Zealand,New Zealand,['Rugby Sevens'],
1969261,RACACA Lavenia,Female,Referee,J,FIJ,Fiji,Fiji,['Rugby Sevens'],
1969262,CARTER Jennifer,Female,Referee,J,WR,World Rugby,World Rugby,['Rugby Sevens'],
1969263,COGGER-ORR Maggie,Female,Referee,J,NZL,New Zealand,New Zealand,['Rugby Sevens'],
1969264,RODDEN Matt,Male,Referee,J,NZL,New Zealand,New Zealand,['Rugby Sevens'],
1969265,SELWOOD George,Male,Referee,J,GBR,Great Britain,Great Britain,['Rugby Sevens'],
1969266,LOPEZ Cisco,Male,Referee,J,USA,United States,United States of America,['Rugby Sevens'],
1969267,KUWAI Ano,Female,Referee,J,JPN,Japan,Japan,['Rugby Sevens'],
1969268,LOOK Michelle,Female,Referee,J,WR,World Rugby,World Rugby,['Rugby Sevens'],
1969271,GONZALEZ Francisco,Male,Referee,J,URU,Uruguay,Uruguay,['Rugby Sevens'],
1969272,WATTERS Phil,Male,Referee,J,GBR,Great Britain,Great Britain,['Rugby Sevens'],
1969273,CHAUDHRY Talal-Azmat,Male,Referee,J,CAN,Canada,Canada,['Rugby Sevens'],
1969274,CHAN Craig,Male,Referee,J,HKG,"Hong Kong, China","Hong Kong, China",['Rugby Sevens'],
1969278,BROWN Finlay,Male,Referee,J,GBR,Great Britain,Great Britain,['Rugby Sevens'],
1969280,ROCHE Kat,Female,Referee,J,USA,United States,United States of America,['Rugby Sevens'],
1969282,ARCHER Jamie,Male,Referee,J,WR,World Rugby,World Rugby,['Rugby Sevens'],
1969286,JACOBS Aj,Male,Referee,J,RSA,South Africa,South Africa,['Rugby Sevens'],
1972217,GURBANALIYEV Emil,Male,Referee,J,AZE,Azerbaijan,Azerbaijan,['Boxing'],
1972380,MILAN PONCE Juan,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
1978063,RAMOS Armando,Male,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
1978746,JULIEN Chantal,Female,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
1979320,PALVANOV Alisher,Male,Referee,J,UZB,Uzbekistan,Uzbekistan,['Boxing'],
1979476,MUHIDDINOV Mansur,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
1979504,DROZ Nicolas,Male,Judge,J,FRA,France,France,['Skateboarding'],
1979546,JUMANIYAZOV Bahodir,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
1984366,KEANE Reuben,Male,Referee,J,AUS,Australia,Australia,['Rugby Sevens'],
1984367,MILLER Tyler,Female,Referee,J,AUS,Australia,Australia,['Rugby Sevens'],
1986901,LEE Jaewook,Male,Referee,J,WT,World Taekwondo,World Taekwondo,['Taekwondo'],
1988167,MGBILITY,Male,Head Judge,J,SVK,Slovakia,Slovakia,['Breaking'],
1990684,CHIAMPAS George,Male,Referee,J,USA,United States,United States of America,['Football'],
1990685,DUEHMERT Katharina,Female,Referee,J,GER,Germany,Germany,['Football'],
1990686,FEKE Penateti,Female,Referee,J,TGA,Tonga,Tonga,['Football'],
1990687,FUSTAGNO Fiorella,Female,Referee,J,ITA,Italy,Italy,['Football'],
1990688,TERRA Tadeu,Male,Referee,J,BRA,Brazil,Brazil,['Football'],
1990690,BILLINGHAM Johsan,Male,Referee,J,GBR,Great Britain,Great Britain,['Football'],
1990691,BOYCE Steve,Male,Referee,J,GBR,Great Britain,Great Britain,['Football'],
1990692,CARPINTEIRO ZIMMERMANN Philip,Male,Referee,J,GER,Germany,Germany,['Football'],
1990693,DEAN Pauline,Female,Referee,J,NZL,New Zealand,New Zealand,['Football'],
1990695,ARAUJO Joao,Male,Referee,J,POR,Portugal,Portugal,['Football'],
1990697,FOFI Lorenzo,Male,Referee,J,ITA,Italy,Italy,['Football'],
1990698,HAMARSHA Zeina,Female,Referee,J,JOR,Jordan,Jordan,['Football'],
1990700,ILIC James,Male,Referee,J,AUS,Australia,Australia,['Football'],
1990702,LEE Jae,Male,Referee,J,KOR,Korea,Republic of Korea,['Football'],
1990703,LENA Felix,Male,Referee,J,USA,United States,United States of America,['Football'],
1990704,MACLEAN John,Male,Referee,J,GBR,Great Britain,Great Britain,['Football'],
1990705,MATEOS Andres,Male,Referee,J,ESP,Spain,Spain,['Football'],
1990706,MERZOUK Mehdi,Male,Referee,J,FRA,France,France,['Football'],
1990707,PATEL Sameer,Male,Referee,J,GBR,Great Britain,Great Britain,['Football'],
1990710,SCHEPERBOER Coen,Male,Referee,J,NED,Netherlands,Netherlands,['Football'],
1990711,SHENOUDA Emad,Male,Referee,J,CAN,Canada,Canada,['Football'],
1990714,TOBIAS Guillermo,Male,Referee,J,URU,Uruguay,Uruguay,['Football'],
1990715,UCHIDA Shintaro,Male,Referee,J,JPN,Japan,Japan,['Football'],
1990716,VELASQUEZ Pedro,Male,Referee,J,GUA,Guatemala,Guatemala,['Football'],
1990717,WEILER Richard,Male,Referee,J,GER,Germany,Germany,['Football'],
1990718,TAVARES Eduardo,Male,Referee,J,POR,Portugal,Portugal,['Football'],
1990719,DAI Jessie,Female,Referee,J,CHN,China,People's Republic of China,['Football'],
1990720,LUZANOV Pavel,Male,Referee,J,KGZ,Kyrgyzstan,Kyrgyzstan,['Football'],
1990721,NASSAR Khaled,Male,Referee,J,EGY,Egypt,Egypt,['Football'],
1990736,DACOSTA Latoya,Female,Referee,J,JAM,Jamaica,Jamaica,['Football'],
1990795,MUKAI Naoko,Female,Judge,J,FIG,FIG,International Gymnastics Federation,"['Artistic Gymnastics', 'Rhythmic Gymnastics', 'Trampoline Gymnastics']",
1990866,CACHEMAILLE Celine,Female,Judge,J,FIG,FIG,International Gymnastics Federation,"['Artistic Gymnastics', 'Rhythmic Gymnastics', 'Trampoline Gymnastics']",
1990867,DETRAZ Stephane,Male,Judge,J,FIG,FIG,International Gymnastics Federation,"['Artistic Gymnastics', 'Rhythmic Gymnastics', 'Trampoline Gymnastics']",
1990868,MARTINET Sylvie,Female,Judge,J,FIG,FIG,International Gymnastics Federation,"['Artistic Gymnastics', 'Rhythmic Gymnastics', 'Trampoline Gymnastics']",
1990869,VINAGRE Rui,Male,Judge,J,FIG,FIG,International Gymnastics Federation,"['Artistic Gymnastics', 'Rhythmic Gymnastics', 'Trampoline Gymnastics']",
1990870,TERRIER Zina,Female,Judge,J,FIG,FIG,International Gymnastics Federation,"['Artistic Gymnastics', 'Rhythmic Gymnastics', 'Trampoline Gymnastics']",
1991692,SEN Levent,Male,Referee,J,TUR,Türkiye,Türkiye,['Wrestling'],
1991697,HALAWA Sherif,Male,Referee,J,EGY,Egypt,Egypt,['Wrestling'],
1991704,TRAI Belkacem,Male,Referee,J,ALG,Algeria,Algeria,['Wrestling'],
1993466,BASTIAN Beatrice,Female,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
1993467,BECKLES James,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
1993468,BILETSKYI Igor,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
1993469,CELEA Cristian-Georgica,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
1993470,COBZAC Ramona Manuela,Female,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
1993544,SANKO Barbara,Female,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
1993545,FISCHER Angelika,Female,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
1993546,DREKE Erich,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
1993547,EMERY Doug,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
1993548,MORLEY Ray,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
1993549,SALVO Hernan,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
1993550,SANCHEZ Armando,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
1993551,SANTI Bernardino,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
1993552,SCAPPA Chiara,Female,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
1993553,SHEVELOVA Olha,Female,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
1993554,SHTYFURA Polina,Female,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
1993555,SOTO Andrews L,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
1993556,TRIKALIOTIS Panagiotis,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
1993557,VILLARREAL Angel Luis,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
1993558,WONG William Alexander,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
1993629,DAWANI Nadin,Female,Referee,J,WT,World Taekwondo,World Taekwondo,['Taekwondo'],
1994107,RAVEL Stephanie,Female,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
1994108,MENARA Mario,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
1994109,HADJRI Mokhtar,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
1994110,GOSSELIN Severine,Female,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
1994111,SILBERMANN Philippe,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
1994112,OUBAALI S Mail,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
1994151,GUILLEMOT Vincent,Male,Referee,J,IHF,IHF,International Handball Federation,['Handball'],
1994152,LEFORT Yohan,Male,Referee,J,IHF,IHF,International Handball Federation,['Handball'],
1994153,CASTAGNO Frederic,Male,Referee,J,IHF,IHF,International Handball Federation,['Handball'],
1994154,GRUMEL Nicolas,Male,Referee,J,IHF,IHF,International Handball Federation,['Handball'],
1994155,RICHEL Marie,Female,Referee,J,IHF,IHF,International Handball Federation,['Handball'],
1994156,VINCENT Tatiana,Female,Referee,J,IHF,IHF,International Handball Federation,['Handball'],
1994157,PRUDHOMME Eddy,Male,Referee,J,IHF,IHF,International Handball Federation,['Handball'],
1994158,LAMY Jacques,Male,Referee,J,IHF,IHF,International Handball Federation,['Handball'],
1994159,RENAULT Romain,Male,Referee,J,IHF,IHF,International Handball Federation,['Handball'],
1994160,de la CROIX Marie Laure,Female,Referee,J,IHF,IHF,International Handball Federation,['Handball'],
1994161,NOUVEL Jerome,Male,Referee,J,IHF,IHF,International Handball Federation,['Handball'],
1994162,BENRHAZAL Mohamed,Male,Referee,J,IHF,IHF,International Handball Federation,['Handball'],
1994163,SMITS Nathalie,Female,Referee,J,IHF,IHF,International Handball Federation,['Handball'],
1994164,CARON Christophe,Male,Referee,J,IHF,IHF,International Handball Federation,['Handball'],
1994165,FERRIER Eduardo,Male,Referee,J,IHF,IHF,International Handball Federation,['Handball'],
1994166,EL MEDIOUNI Najet,Female,Referee,J,IHF,IHF,International Handball Federation,['Handball'],
1994167,VAILLANT Patrice,Male,Referee,J,IHF,IHF,International Handball Federation,['Handball'],
1994168,CALLIGARIS Laurent,Male,Referee,J,IHF,IHF,International Handball Federation,['Handball'],
1994169,CALLIGARIS Florian,Male,Referee,J,IHF,IHF,International Handball Federation,['Handball'],
1994170,VERCHERE Thomas,Male,Referee,J,IHF,IHF,International Handball Federation,['Handball'],
1994171,THOMAZO Alann,Male,Referee,J,IHF,IHF,International Handball Federation,['Handball'],
1994172,LEIDWANGER Stephane,Male,Referee,J,IHF,IHF,International Handball Federation,['Handball'],
1994173,BOBIN Thierry,Male,Referee,J,IHF,IHF,International Handball Federation,['Handball'],
1994174,SOBOLEWSKI Detlef,Male,Referee,J,IHF,IHF,International Handball Federation,['Handball'],
1994175,VERNET Gauthier,Male,Referee,J,IHF,IHF,International Handball Federation,['Handball'],
1994177,DAVID Audrey,Female,Referee,J,IHF,IHF,International Handball Federation,['Handball'],
1994178,PICARD Sylvie,Female,Referee,J,IHF,IHF,International Handball Federation,['Handball'],
1994179,GRALL LEMAITRE Flore,Female,Referee,J,IHF,IHF,International Handball Federation,['Handball'],
1994180,ALMEIDA Manuel,Male,Referee,J,IHF,IHF,International Handball Federation,['Handball'],
1994181,COQUIN Johann,Male,Referee,J,IHF,IHF,International Handball Federation,['Handball'],
1994182,GANDON Maxime,Male,Referee,J,IHF,IHF,International Handball Federation,['Handball'],
1994183,CAPLIEZ Virginie,Female,Referee,J,IHF,IHF,International Handball Federation,['Handball'],
1994510,ABUJABER Iman,Female,Referee,J,PLE,Palestine,Palestine,['Football'],
1995222,MEARY Aurelia,Female,Referee,J,FRA,France,France,['3x3 Basketball'],
1995226,BOIRE Elise,Female,Referee,J,FRA,France,France,['3x3 Basketball'],
1995228,BOUTONNET Gregoire,Male,Referee,J,FRA,France,France,['3x3 Basketball'],
1995229,PREL Nicolas,Male,Referee,J,FRA,France,France,['3x3 Basketball'],
1995231,TAEYE Corinne,Female,Referee,J,FRA,France,France,['3x3 Basketball'],
1995232,FAYS Francois,Male,Referee,J,FRA,France,France,['3x3 Basketball'],
1995233,FOREST Alexis,Male,Referee,J,FRA,France,France,['3x3 Basketball'],
1995236,MECHIN Celine,Female,Referee,J,FRA,France,France,['3x3 Basketball'],
1995237,SEVAUX Arnaud,Male,Referee,J,FRA,France,France,['3x3 Basketball'],
1995239,CORTINOVIS BEGLOT Chloe,Female,Referee,J,FRA,France,France,['3x3 Basketball'],
1995240,HENON Sandrine,Female,Referee,J,FRA,France,France,['3x3 Basketball'],
1995244,FRANCOIS Cedric,Male,Referee,J,FRA,France,France,['3x3 Basketball'],
1997639,FROST,Female,Judge B,J,GER,Germany,Germany,['Breaking'],
1997650,DOM-K,Male,Judge H,J,FRA,France,France,['Breaking'],
1997675,JESS,Female,Judge E,J,ESP,Spain,Spain,['Breaking'],
1997676,INTACT,Male,Judge I,J,UKR,Ukraine,Ukraine,['Breaking'],
1998243,MIGAZ,Male,Judge D,J,BRA,Brazil,Brazil,['Breaking'],
2003348,VIRUS,Male,Judge G,J,KOR,Korea,Republic of Korea,['Breaking'],
2005147,ABATTI Ramon,Male,Referee,J,BRA,Brazil,Brazil,['Football'],
2005151,AL NAQBI Adel,Male,Referee,J,UAE,UA Emirates,United Arab Emirates,['Football'],
2005153,ALVES Edina,Female,Referee,J,BRA,Brazil,Brazil,['Football'],
2005159,BEIDA Dahane,Male,Referee,J,MTN,Mauritania,Mauritania,['Football'],
2005161,BERNATSKAIA Veronika,Female,Referee,J,KGZ,Kyrgyzstan,Kyrgyzstan,['Football'],
2005166,CALDERAS Emikar,Female,Referee,J,VEN,Venezuela,Venezuela,['Football'],
2005170,CVETKOVIC Jelena,Female,Referee,J,SRB,Serbia,Serbia,['Football'],
2005179,ESKAS Espen,Male,Referee,J,NOR,Norway,Norway,['Football'],
2005180,FALCON Yael,Male,Referee,J,ARG,Argentina,Argentina,['Football'],
2005181,FERNANDEZ Anahi,Female,Referee,J,URU,Uruguay,Uruguay,['Football'],
2005182,FISCHER Drew,Male,Referee,J,CAN,Canada,Canada,['Football'],
2005183,GARCIA Katia,Female,Referee,J,MEX,Mexico,Mexico,['Football'],
2005188,KARBOUBI Bouchra,Female,Referee,J,MAR,Morocco,Morocco,['Football'],
2005189,KAWANA-WAUGH Campbell-Kirk,Male,Referee,J,NZL,New Zealand,New Zealand,['Football'],
2005190,KIM Yujeong,Female,Referee,J,KOR,Korea,Republic of Korea,['Football'],
2005191,KLARLUND Frida,Female,Referee,J,DEN,Denmark,Denmark,['Football'],
2005193,LETEXIER Francois,Male,Referee,J,FRA,France,France,['Football'],
2005195,MARTINEZ Said,Male,Referee,J,HON,Honduras,Honduras,['Football'],
2005200,NYBERG Glenn,Male,Referee,J,SWE,Sweden,Sweden,['Football'],
2005201,OLOFSSON Tess,Female,Referee,J,SWE,Sweden,Sweden,['Football'],
2005206,PENSO Tori,Female,Referee,J,USA,United States,United States of America,['Football'],
2005218,WELCH Rebecca,Female,Referee,J,GBR,Great Britain,Great Britain,['Football'],
2005219,YAMASHITA Yoshimi,Female,Referee,J,JPN,Japan,Japan,['Football'],
2005674,LAUKKANEN Anna,Female,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2005675,WILSON Rosalind,Female,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2005676,MACDIARMADA Diarmuid,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2005677,NORFORD Micky,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2005678,PENA CLEMENTE Felix Francisco,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2005679,BLANCHARD Edward,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2005680,BOBINAS Vilmantas,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2005681,CALO-OY Mark,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2005682,CANNELL Geoffrey,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2005683,DAHLEN Geir,Male,Referee,J,NOR,Norway,Norway,['Boxing'],
2005684,BEKI Piroska,Female,Referee,J,HUN,Hungary,Hungary,['Boxing'],
2005685,DUNAR Cem,Male,Referee,J,NED,Netherlands,Netherlands,['Boxing'],
2005686,FALORNI Paola,Female,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2005687,FRANCHI Carlo,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2005688,GASPAR Antonin,Male,Referee,J,CZE,Czechia,Czechia,['Boxing'],
2005690,HANEVICS Leonids,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2005691,KOPKE Susann,Female,Referee,J,GER,Germany,Germany,['Boxing'],
2005692,LYUBARSKYY Yuriy,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2005693,MELISS Dmitri,Male,Referee,J,EST,Estonia,Estonia,['Boxing'],
2005694,MIETLA Kazimierz,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2005695,OLANDER Mats,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2005696,PAVLOV Pavel,Male,Referee,J,BUL,Bulgaria,Bulgaria,['Boxing'],
2005697,PETERSON Wade,Male,Referee,J,CAN,Canada,Canada,['Boxing'],
2005698,PETERSON Jakov,Male,Referee,J,EST,Estonia,Estonia,['Boxing'],
2005699,POPOV Ivan,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2005700,RAMAJ Naim,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2005701,RIVERA Don,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2005702,RIZZARDO Maria,Female,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2005703,SCHRODER Jurgen,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2005704,SERVIDE Roberto Fernando,Male,Referee,J,ARG,Argentina,Argentina,['Boxing'],
2005705,SIMON Radoslav,Male,Referee,J,SVK,Slovakia,Slovakia,['Boxing'],
2005706,SNIUKSTA Gintaras,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2005707,HAMMER SORENSEN Jorgen,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2005708,VASILIAUSKAS Rytis,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2005709,VASYLYNCHUK Pavlo,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2005710,VERHOEVEN Jeffery,Male,Referee,J,CAN,Canada,Canada,['Boxing'],
2005711,VILARINO Manuel,Male,Referee,J,ARG,Argentina,Argentina,['Boxing'],
2005712,PIKE David,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2005713,SZUCS Veronika,Female,Referee,J,HUN,Hungary,Hungary,['Boxing'],
2005714,RUHEN Carl,Male,Referee,J,AUS,Australia,Australia,['Boxing'],
2005715,INNES Lee,Male,Referee,J,GBR,Great Britain,Great Britain,['Boxing'],
2005716,MA Jonghyo,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2005717,LIN Chia Chan,Female,Referee,J,TPE,Chinese Taipei,Chinese Taipei,['Boxing'],
2005718,LEE Hyeok,Female,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2005719,KURGINIAN Artur,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2005720,KRUTASOV Sergei,Male,Referee,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2005721,KIM Jihyun,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2005722,KIM Jongjin,Male,Referee,J,KOR,Korea,Republic of Korea,['Boxing'],
2005723,MIHAI Ion,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2005724,CHO Jungsook,Female,Referee,J,KOR,Korea,Republic of Korea,['Boxing'],
2005725,CHANG Yu Ling,Female,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2005726,ALLAN CAMPBELL Beau,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2005727,ZELIKOWICZ Luis,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2005728,STEPHENS JOHN Deborah Ann,Female,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2005729,VONG Kuok Veng,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2005730,JAYASINHA Eesajith,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2005731,WHIPPY Ratu Seru,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2005733,CHAPLIN David,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2005734,DZIURGOT Maciej,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2005735,STEFANSKI Filip,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2005737,MADEN Johany,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2008524,KAZUHIRO,Male,Judge A,J,JPN,Japan,Japan,['Breaking'],
2009147,HAMILTON Odette,Female,Referee,J,JAM,Jamaica,Jamaica,['Football'],
2009149,ISMAIL Mahmood,Male,Referee,J,SUD,Sudan,Sudan,['Football'],
2009154,TANTASHEV Ilgiz,Male,Referee,J,UZB,Uzbekistan,Uzbekistan,['Football'],
2009168,NABADDA Shamirah,Female,Referee,J,UGA,Uganda,Uganda,['Football'],
2014175,NI Marina,Female,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2014176,SUIYENISH Yermek,Male,Referee,J,KAZ,Kazakhstan,Kazakhstan,['Boxing'],
2014177,THAMPU Nelka,Female,Referee,J,SRI,Sri Lanka,Sri Lanka,['Boxing'],
2014178,SAI ASHOK Kabilan,Male,Referee,J,IND,India,India,['Boxing'],
2014179,SAFRASK Mohamed,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2014180,MOUFASSIR Said,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
